Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database,District,Region
1223,AFR::UGA::Hoima,24/02/2018,24/02/2018,0,77,0,0.0,24/02/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 77 cases",JHU,Hoima,Western
1224,AFR::UGA::Hoima,25/02/2018,25/02/2018,0,88,0,0.0,25/02/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 88 cases",JHU,Hoima,Western
1225,AFR::UGA::Hoima,26/02/2018,26/02/2018,0,94,0,0.0,26/02/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 94 cases",JHU,Hoima,Western
1226,AFR::UGA::Hoima,27/02/2018,27/02/2018,0,95,0,0.0,27/02/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 95 cases",JHU,Hoima,Western
1227,AFR::UGA::Hoima,28/02/2018,28/02/2018,0,94,0,0.0,28/02/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 94 cases",JHU,Hoima,Western
1228,AFR::UGA::Hoima,01/03/2018,01/03/2018,0,89,0,0.0,01/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 89 cases",JHU,Hoima,Western
1229,AFR::UGA::Hoima,02/03/2018,02/03/2018,0,42,0,0.0,02/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 42 cases",JHU,Hoima,Western
1230,AFR::UGA::Hoima,03/03/2018,03/03/2018,0,57,0,0.0,03/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 57 cases",JHU,Hoima,Western
1231,AFR::UGA::Hoima,04/03/2018,04/03/2018,0,40,0,0.0,04/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 40 cases",JHU,Hoima,Western
1232,AFR::UGA::Hoima,05/03/2018,05/03/2018,0,34,0,0.0,05/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 34 cases",JHU,Hoima,Western
1233,AFR::UGA::Hoima,06/03/2018,06/03/2018,0,20,0,0.0,06/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 20 cases",JHU,Hoima,Western
1234,AFR::UGA::Hoima,07/03/2018,07/03/2018,0,23,0,0.0,07/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 23 cases",JHU,Hoima,Western
1235,AFR::UGA::Hoima,08/03/2018,08/03/2018,0,34,0,0.0,08/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 34 cases",JHU,Hoima,Western
1236,AFR::UGA::Hoima,09/03/2018,09/03/2018,0,21,0,0.0,09/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 21 cases",JHU,Hoima,Western
1237,AFR::UGA::Hoima,10/03/2018,10/03/2018,0,30,0,0.0,10/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 30 cases",JHU,Hoima,Western
1238,AFR::UGA::Hoima,11/03/2018,11/03/2018,0,23,0,0.0,11/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 23 cases",JHU,Hoima,Western
1239,AFR::UGA::Hoima,12/03/2018,12/03/2018,0,30,0,0.0,12/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 30 cases",JHU,Hoima,Western
1240,AFR::UGA::Hoima,13/03/2018,13/03/2018,0,21,0,0.0,13/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 21 cases",JHU,Hoima,Western
1241,AFR::UGA::Hoima,14/03/2018,14/03/2018,0,28,0,0.0,14/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 28 cases",JHU,Hoima,Western
1242,AFR::UGA::Hoima,15/03/2018,15/03/2018,0,21,0,0.0,15/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 21 cases",JHU,Hoima,Western
1243,AFR::UGA::Hoima,16/03/2018,16/03/2018,0,31,0,0.0,16/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 31 cases",JHU,Hoima,Western
1244,AFR::UGA::Hoima,17/03/2018,17/03/2018,0,19,0,0.0,17/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 19 cases",JHU,Hoima,Western
1245,AFR::UGA::Hoima,18/03/2018,18/03/2018,0,21,0,0.0,18/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 21 cases",JHU,Hoima,Western
1246,AFR::UGA::Hoima,19/03/2018,19/03/2018,0,23,0,0.0,19/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 23 cases",JHU,Hoima,Western
1247,AFR::UGA::Hoima,20/03/2018,20/03/2018,0,21,0,0.0,20/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 21 cases",JHU,Hoima,Western
1248,AFR::UGA::Hoima,21/03/2018,21/03/2018,0,12,0,0.0,21/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 12 cases",JHU,Hoima,Western
1249,AFR::UGA::Hoima,22/03/2018,22/03/2018,0,10,0,0.0,22/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10 cases",JHU,Hoima,Western
1250,AFR::UGA::Hoima,23/03/2018,23/03/2018,0,17,0,0.0,23/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 17 cases",JHU,Hoima,Western
1251,AFR::UGA::Hoima,24/03/2018,24/03/2018,0,32,0,0.0,24/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 32 cases",JHU,Hoima,Western
1252,AFR::UGA::Hoima,25/03/2018,25/03/2018,0,13,0,0.0,25/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 13 cases",JHU,Hoima,Western
1253,AFR::UGA::Hoima,26/03/2018,26/03/2018,0,8,0,0.0,26/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 8 cases",JHU,Hoima,Western
1254,AFR::UGA::Hoima,27/03/2018,27/03/2018,0,13,0,0.0,27/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 13 cases",JHU,Hoima,Western
1255,AFR::UGA::Hoima,28/03/2018,28/03/2018,0,15,0,0.0,28/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 15 cases",JHU,Hoima,Western
1256,AFR::UGA::Hoima,29/03/2018,29/03/2018,0,6,0,0.0,29/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6 cases",JHU,Hoima,Western
1257,AFR::UGA::Hoima,30/03/2018,30/03/2018,0,12,0,0.0,30/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 12 cases",JHU,Hoima,Western
1258,AFR::UGA::Hoima,31/03/2018,31/03/2018,0,7,0,0.0,31/03/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 7 cases",JHU,Hoima,Western
1259,AFR::UGA::Hoima,01/04/2018,01/04/2018,0,8,0,0.0,01/04/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 8 cases",JHU,Hoima,Western
1260,AFR::UGA::Hoima,02/04/2018,02/04/2018,0,13,0,0.0,02/04/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 13 cases",JHU,Hoima,Western
1261,AFR::UGA::Hoima,03/04/2018,03/04/2018,0,14,0,0.0,03/04/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 14 cases",JHU,Hoima,Western
1262,AFR::UGA::Hoima,04/04/2018,04/04/2018,0,9,0,0.0,04/04/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 9 cases",JHU,Hoima,Western
1263,AFR::UGA::Hoima,05/04/2018,05/04/2018,0,11,0,0.0,05/04/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 11 cases",JHU,Hoima,Western
1264,AFR::UGA::Hoima,06/04/2018,06/04/2018,0,13,0,0.0,06/04/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 13 cases",JHU,Hoima,Western
1265,AFR::UGA::Hoima,07/04/2018,07/04/2018,0,4,0,0.0,07/04/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 4 cases",JHU,Hoima,Western
1266,AFR::UGA::Hoima,08/04/2018,08/04/2018,0,10,0,0.0,08/04/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10 cases",JHU,Hoima,Western
1267,AFR::UGA::Hoima,09/04/2018,09/04/2018,0,7,0,0.0,09/04/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 7 cases",JHU,Hoima,Western
1268,AFR::UGA::Hoima,10/04/2018,10/04/2018,0,1,0,0.0,10/04/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,Hoima,Western
1269,AFR::UGA::Hoima,11/04/2018,11/04/2018,0,4,0,0.0,11/04/2018,47,WHO AFRO Surveillance Report (UID: 20857),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 4 cases",JHU,Hoima,Western
1270,AFR::UGA::Kampala,29/04/2018,15/05/2018,1,30,2,3.3,15/05/2018,7,WHO AFRO Surveillance Report (UID: 20895),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 30 cases, 1 deaths",JHU,Kampala,Central
1271,AFR::UGA::Kampala,29/04/2018,29/04/2018,0,1,1,0.0,29/04/2018,7,WHO AFRO Surveillance Report (UID: 20895),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,Kampala,Central
1272,AFR::UGA::Hoima,01/01/2018,15/05/2018,44,2119,0,2.1,15/05/2018,7,WHO AFRO Surveillance Report (UID: 20895),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2119 cases, 44 deaths",JHU,Hoima,Western
1273,AFR::UGA::Amudat,01/01/2018,15/05/2018,2,50,0,4.0,15/05/2018,7,WHO AFRO Surveillance Report (UID: 20895),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 50 cases, 2 deaths",JHU,Amudat,Northern
1274,AFR::UGA::Kasese,25/09/2017,29/09/2017,2,29,20,6.9,29/09/2017,24,WHO AFRO Surveillance Report (UID: 20665),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 29 cases, 2 deaths",JHU,Kasese,Western
1275,AFR::UGA::UG-406::Katholhu,25/09/2017,29/09/2017,0,14,0,0.0,29/09/2017,24,WHO AFRO Surveillance Report (UID: 20665),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 14 cases",JHU,Kasese,Western
1276,AFR::UGA::UG-406::Nyakirango,25/09/2017,29/09/2017,0,6,0,0.0,29/09/2017,24,WHO AFRO Surveillance Report (UID: 20665),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6 cases",JHU,Kasese,Western
1277,AFR::UGA::UG-406::Bunyiswa,25/09/2017,29/09/2017,0,6,0,0.0,29/09/2017,24,WHO AFRO Surveillance Report (UID: 20665),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6 cases",JHU,Kasese,Western
1278,AFR::UGA::UG-406::Rusese,25/09/2017,29/09/2017,0,1,0,0.0,29/09/2017,24,WHO AFRO Surveillance Report (UID: 20665),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,Kasese,Western
1279,AFR::UGA::UG-406::Nyakahya,25/09/2017,29/09/2017,0,1,0,0.0,29/09/2017,24,WHO AFRO Surveillance Report (UID: 20665),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,Kasese,Western
1280,AFR::UGA::UG-406::Kitaturwa,25/09/2017,29/09/2017,0,1,0,0.0,29/09/2017,24,WHO AFRO Surveillance Report (UID: 20665),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,Kasese,Western
1281,AFR::UGA::UG-406::Nyakiyumbu::Kihaghura,24/09/2017,26/09/2017,0,1,1,0.0,26/09/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,Kasese,Western
1282,AFR::UGA::Kasese,24/09/2017,06/10/2017,0,15,15,0.0,06/10/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 15 cases",JHU,Kasese,Western
1283,AFR::UGA::Kasese::Bukonjo::(Bwera|Isango|Mpondwe Lhubiriha Town Council|Munkunyu|Nyakiyumbu),24/09/2017,06/10/2017,3,133,0,2.3,06/10/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 133 cases, 3 deaths",JHU,Kasese,Western
1284,AFR::UGA::Kasese,24/09/2017,06/10/2017,0,74,0,0.0,06/10/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 74 cases",JHU,Kasese,Western
1285,AFR::UGA::Kasese,24/09/2017,06/10/2017,0,59,0,0.0,06/10/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 59 cases",JHU,Kasese,Western
1286,AFR::UGA::Kasese::Bukonjo::Nyakiyumbu,24/09/2017,06/10/2017,0,73,0,0.0,06/10/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 73 cases",JHU,Kasese,Western
1287,AFR::UGA::UG-406::MLTC,24/09/2017,06/10/2017,0,27,0,0.0,06/10/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 27 cases",JHU,Kasese,Western
1288,AFR::UGA::UG-406::Bwera,24/09/2017,06/10/2017,0,28,0,0.0,06/10/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 28 cases",JHU,Kasese,Western
1289,AFR::UGA::UG-406::Munkunyu,24/09/2017,06/10/2017,0,3,0,0.0,06/10/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3 cases",JHU,Kasese,Western
1290,AFR::UGA::UG-406::Isango,24/09/2017,06/10/2017,0,2,0,0.0,06/10/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases",JHU,Kasese,Western
1291,AFR::UGA::Kasese,23/09/2017,23/09/2017,0,0,0,0.0,23/09/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,Kasese,Western
1292,AFR::UGA::Kasese,24/09/2017,24/09/2017,0,2,0,0.0,24/09/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases",JHU,Kasese,Western
1293,AFR::UGA::Kasese,25/09/2017,25/09/2017,0,1,0,0.0,25/09/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,Kasese,Western
1294,AFR::UGA::Kasese,26/09/2017,26/09/2017,0,5,0,0.0,26/09/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 5 cases",JHU,Kasese,Western
1295,AFR::UGA::Kasese,27/09/2017,27/09/2017,0,4,0,0.0,27/09/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 4 cases",JHU,Kasese,Western
1296,AFR::UGA::Kasese,28/09/2017,28/09/2017,0,8,0,0.0,28/09/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 8 cases",JHU,Kasese,Western
1297,AFR::UGA::Kasese,29/09/2017,29/09/2017,0,20,0,0.0,29/09/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 20 cases",JHU,Kasese,Western
1298,AFR::UGA::Kasese,30/09/2017,30/09/2017,0,15,0,0.0,30/09/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 15 cases",JHU,Kasese,Western
1299,AFR::UGA::Kasese,01/10/2017,01/10/2017,0,29,0,0.0,01/10/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 29 cases",JHU,Kasese,Western
1300,AFR::UGA::Kasese,02/10/2017,02/10/2017,0,19,0,0.0,02/10/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 19 cases",JHU,Kasese,Western
1301,AFR::UGA::Kasese,03/10/2017,03/10/2017,0,15,0,0.0,03/10/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 15 cases",JHU,Kasese,Western
1302,AFR::UGA::Kasese,04/10/2017,04/10/2017,0,3,0,0.0,04/10/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3 cases",JHU,Kasese,Western
1303,AFR::UGA::Kasese,05/10/2017,05/10/2017,0,7,0,0.0,05/10/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 7 cases",JHU,Kasese,Western
1304,AFR::UGA::Kasese,06/10/2017,06/10/2017,0,5,0,0.0,06/10/2017,25,WHO AFRO Surveillance Report (UID: 20672),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 5 cases",JHU,Kasese,Western
1305,AFR::UGA::Hoima,12/02/2018,05/04/2018,44,2044,18,2.2,05/04/2018,15,WHO AFRO Surveillance Report (UID: 20855),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2044 cases, 44 deaths",JHU,Hoima,Western
1306,AFR::UGA::Hoima,12/02/2018,18/04/2018,44,2108,24,2.1,18/04/2018,27,WHO AFRO Surveillance Report (UID: 20869),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2108 cases, 44 deaths",JHU,Hoima,Western
1307,AFR::UGA::Hoima,09/04/2018,18/04/2018,0,0,0,0.0,18/04/2018,27,WHO AFRO Surveillance Report (UID: 20869),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 deaths",JHU,Hoima,Western
1308,AFR::UGA,12/02/2018,18/04/2018,44,2108,24,2.1,18/04/2018,27,WHO AFRO Surveillance Report (UID: 20869),0.68,"Converted from JHU database. Primary: True, Phantom: True - JHU reported 2108 cases, 44 deaths",JHU,Mpigi,Central
1309,AFR::UGA,09/04/2018,18/04/2018,0,0,0,0.0,18/04/2018,27,WHO AFRO Surveillance Report (UID: 20869),0.68,"Converted from JHU database. Primary: True, Phantom: True - JHU reported 0 deaths - Zero transmission period validated by JHU",JHU,Moroto,Northern
1310,AFR::UGA::Hoima,29/09/2015,29/09/2015,0,2,0,0.0,29/09/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 2 cases, 0 deaths",JHU,Hoima,Western
1311,AFR::UGA::Hoima,30/09/2015,30/09/2015,2,7,0,28.6,30/09/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 7 cases, 2 deaths",JHU,Hoima,Western
1312,AFR::UGA::Hoima,01/10/2015,01/10/2015,0,6,0,0.0,01/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 6 cases, 0 deaths",JHU,Hoima,Western
1313,AFR::UGA::Hoima,02/10/2015,02/10/2015,1,11,0,9.1,02/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 11 cases, 1 deaths",JHU,Hoima,Western
1314,AFR::UGA::Hoima,03/10/2015,03/10/2015,0,3,0,0.0,03/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 3 cases, 0 deaths",JHU,Hoima,Western
1315,AFR::UGA::Hoima,04/10/2015,04/10/2015,0,10,0,0.0,04/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 10 cases, 0 deaths",JHU,Hoima,Western
1316,AFR::UGA::Hoima,05/10/2015,05/10/2015,0,2,0,0.0,05/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 2 cases, 0 deaths",JHU,Hoima,Western
1317,AFR::UGA::Hoima,06/10/2015,06/10/2015,0,5,0,0.0,06/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 5 cases, 0 deaths",JHU,Hoima,Western
1318,AFR::UGA::Hoima,07/10/2015,07/10/2015,0,8,0,0.0,07/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 8 cases, 0 deaths",JHU,Hoima,Western
1319,AFR::UGA::Hoima,08/10/2015,08/10/2015,0,1,0,0.0,08/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 1 cases, 0 deaths",JHU,Hoima,Western
1320,AFR::UGA::Hoima,09/10/2015,09/10/2015,0,2,0,0.0,09/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 2 cases, 0 deaths",JHU,Hoima,Western
1321,AFR::UGA::Hoima,10/10/2015,10/10/2015,2,7,0,28.6,10/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 7 cases, 2 deaths",JHU,Hoima,Western
1322,AFR::UGA::Hoima,11/10/2015,11/10/2015,0,3,0,0.0,11/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 3 cases, 0 deaths",JHU,Hoima,Western
1323,AFR::UGA::Hoima,12/10/2015,12/10/2015,0,4,0,0.0,12/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 4 cases, 0 deaths",JHU,Hoima,Western
1324,AFR::UGA::Hoima,13/10/2015,13/10/2015,0,13,0,0.0,13/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 13 cases, 0 deaths",JHU,Hoima,Western
1325,AFR::UGA::Hoima,14/10/2015,14/10/2015,1,2,0,50.0,14/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 2 cases, 1 deaths",JHU,Hoima,Western
1326,AFR::UGA::Hoima,15/10/2015,15/10/2015,0,5,0,0.0,15/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 5 cases, 0 deaths",JHU,Hoima,Western
1327,AFR::UGA::Hoima,16/10/2015,16/10/2015,0,5,0,0.0,16/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 5 cases, 0 deaths",JHU,Hoima,Western
1328,AFR::UGA::Hoima,17/10/2015,17/10/2015,0,7,0,0.0,17/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 7 cases, 0 deaths",JHU,Hoima,Western
1329,AFR::UGA::Hoima,18/10/2015,18/10/2015,0,7,0,0.0,18/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 7 cases, 0 deaths",JHU,Hoima,Western
1330,AFR::UGA::Hoima,19/10/2015,19/10/2015,0,5,0,0.0,19/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 5 cases, 0 deaths",JHU,Hoima,Western
1331,AFR::UGA::Hoima,20/10/2015,20/10/2015,0,7,0,0.0,20/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 7 cases, 0 deaths",JHU,Hoima,Western
1332,AFR::UGA::Hoima,21/10/2015,21/10/2015,0,3,0,0.0,21/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 3 cases, 0 deaths",JHU,Hoima,Western
1333,AFR::UGA::Hoima,22/10/2015,22/10/2015,0,1,0,0.0,22/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 1 cases, 0 deaths",JHU,Hoima,Western
1334,AFR::UGA::Hoima,23/10/2015,23/10/2015,0,14,0,0.0,23/10/2015,18,JHU Cholera Database (UID: 4904),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 14 cases, 0 deaths",JHU,Hoima,Western
